LGD_Code,District_SSLR,Taluk_SSLR (Subdistrict),Hobli_SSLR,Village_SSLR,ULB_SSLR,District_GOI_Dir,Subdistrict_GOI_Dir,Village_GOI_Dir,VillageStatus_GOI_Dir,District_NIC,GramPanchayat_NIC,Village_NIC
611787,Tumkur District,Gubbi,Nitturu,Doddaguni,,TUMAKURU,Gubbi,Doddaguni,Inhabitant,TUMAKURU,DODDAGUNNI,Doddaguni
611788,Tumkur District,Gubbi,Nitturu,Yindaganahalli,,TUMAKURU,Gubbi,Hindiganahalli,Inhabitant,TUMAKURU,DODDAGUNNI,Hindiganahalli
611789,Tumkur District,Gubbi,Nitturu,Bennehalladha Kavalu,,TUMAKURU,Gubbi,Bonehallada Kaval,Inhabitant,,,
611790,Tumkur District,Gubbi,Nitturu,Nerlekere,,TUMAKURU,Gubbi,Neralekere,Inhabitant,TUMAKURU,DODDAGUNNI,Neralekere
611791,Tumkur District,Gubbi,Nitturu,Dindaganahalli,,TUMAKURU,Gubbi,Dindigadahalli,Inhabitant,TUMAKURU,DODDAGUNNI,Dindigadahalli
611792,Tumkur District,Gubbi,Nitturu,Shigehalli,,TUMAKURU,Gubbi,Sigehalli,Inhabitant,TUMAKURU,DODDAGUNNI,Sigehalli
611793,Tumkur District,Gubbi,Nitturu,Thaggihalla,,TUMAKURU,Gubbi,Thaggihalli,Inhabitant,TUMAKURU,DODDAGUNNI,Thaggihalli
611794,Tumkur District,Gubbi,Nitturu,Bidarehalladha Kavalu,,TUMAKURU,Gubbi,Bidarehalla Kaval,Inhabitant,TUMAKURU,MARASHETTYHALLI,Bidarehalla Kaval
611795,Tumkur District,Gubbi,Nitturu,Babaganahalli,,TUMAKURU,Gubbi,Babiganahalli,Inhabitant,TUMAKURU,NITTUR,Babiganahalli
611796,Tumkur District,Gubbi,Nitturu,Karehalli,,TUMAKURU,Gubbi,Karchalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Karchalli
611797,Tumkur District,Gubbi,Nitturu,Ammanahalli,,TUMAKURU,Gubbi,Ammanahalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Ammanahalli
611798,Tumkur District,Gubbi,Nitturu,Bandehalli,,TUMAKURU,Gubbi,Bandihalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Bandihalli
611799,Tumkur District,Gubbi,Nitturu,Nitturu,,TUMAKURU,Gubbi,Nittur,Inhabitant,TUMAKURU,NITTUR,Nittur
611800,Tumkur District,Gubbi,Nitturu,Nitturu Amanikere,,TUMAKURU,Gubbi,Nittur Amanikere,Inhabitant,TUMAKURU,NITTUR,Nittur Amanikere
611801,Tumkur District,Gubbi,Nitturu,Baguru,,TUMAKURU,Gubbi,Bagur,Inhabitant,TUMAKURU,NITTUR,Bagur
611802,Tumkur District,Gubbi,Nitturu,Matthigatta.N,,TUMAKURU,Gubbi,Mathighatta,Inhabitant,TUMAKURU,AMMANAGHATTA,Mathighatta 
611803,Tumkur District,Gubbi,Nitturu,Benachagere,,TUMAKURU,Gubbi,Benchagere,Inhabitant,TUMAKURU,NITTUR,Benchagere
611804,Tumkur District,Gubbi,Nitturu,Haranahalli,,TUMAKURU,Gubbi,Harnahalli,Inhabitant,TUMAKURU,BELAVATHA,Harnahalli
611805,Tumkur District,Gubbi,Nitturu,Pura,,TUMAKURU,Gubbi,Pura,Inhabitant,TUMAKURU,BELAVATHA,Pura
611806,Tumkur District,Gubbi,Nitturu,Parasanahalli,,TUMAKURU,Gubbi,Parasanahalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Parasanahalli
611807,Tumkur District,Gubbi,Nitturu,Kenchanahalli,,TUMAKURU,Gubbi,Kenchanahalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Kenchanahalli
611808,Tumkur District,Gubbi,Nitturu,Nandhihalli,,TUMAKURU,Gubbi,Nandihalli,Inhabitant,TUMAKURU,BELAVATHA,Nandihalli
611809,Tumkur District,Gubbi,Gubbi Kasaba,Gollahalli,,TUMAKURU,Gubbi,Gollahalli,Inhabitant,TUMAKURU,AMMANAGHATTA,Gollahalli
611810,Tumkur District,Gubbi,Gubbi Kasaba,Thippuru,,TUMAKURU,Gubbi,Thippur,Inhabitant,TUMAKURU,AMMANAGHATTA,Thippur
611811,Tumkur District,Gubbi,Gubbi Kasaba,Ammanagatta,,TUMAKURU,Gubbi,Ammanaghatta,Inhabitant,TUMAKURU,AMMANAGHATTA,Ammanaghatta
611812,Tumkur District,Gubbi,Gubbi Kasaba,Varadhenahalli,,TUMAKURU,Gubbi,Varadenahalli,Inhabitant,TUMAKURU,AMMANAGHATTA,Varadenahalli
611813,Tumkur District,Gubbi,Gubbi Kasaba,Lakkenahalli,,TUMAKURU,Gubbi,Lakkenahalli,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Lakkenahalli
611814,Tumkur District,Gubbi,Gubbi Kasaba,Baichenahalli,,TUMAKURU,Gubbi,Bychenahalli,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Bychenahalli
611815,Tumkur District,Gubbi,Gubbi Kasaba,Chakonahalli(in census Chowkenahalli),,TUMAKURU,Gubbi,Chowkenahalli,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Chowkenahalli
611816,Tumkur District,Gubbi,Gubbi Kasaba,Bisalahalli,,TUMAKURU,Gubbi,Bisalahalli,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Bisalahalli
611817,Tumkur District,Gubbi,Gubbi Kasaba,Doddanettakunte,,TUMAKURU,Gubbi,Doddanetagunte,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Doddanetagunte
611818,Tumkur District,Gubbi,Gubbi Kasaba,Badakanapalya,,TUMAKURU,Gubbi,Badakana Palya,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Badakana Palya
611819,Tumkur District,Gubbi,Gubbi Kasaba,Bilikalla Palya,,TUMAKURU,Gubbi,Bilekal Palya,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Bilekal Palya
611820,Tumkur District,Gubbi,Gubbi Kasaba,Mukanahalli Pattana,,TUMAKURU,Gubbi,Mukanahallipatna,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Mukanahallipatna
611821,Tumkur District,Gubbi,Gubbi Kasaba,Doddanettakunte Amanikere,,TUMAKURU,Gubbi,Doddanetagunte Amanikere,Inhabitant,,,
611822,Tumkur District,Gubbi,Gubbi Kasaba,Chikkanettakunte,,TUMAKURU,Gubbi,Chikkanetagunte,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Chikkanetagunte
611823,Tumkur District,Gubbi,Gubbi Kasaba,Honnavalli,,TUMAKURU,Gubbi,Honnavalli,Inhabitant,TUMAKURU,AMMANAGHATTA,Honnavalli
611824,Tumkur District,Gubbi,Cheluru,Haruvesandra C,,TUMAKURU,Gubbi,Harivesandra,Inhabitant,TUMAKURU,AMMANAGHATTA,Harivesandra
611825,Tumkur District,Gubbi,Gubbi Kasaba,Chennashettyhalli,ULB,TUMAKURU,Gubbi,Chinnasettyhalli,Inhabitant,TUMAKURU,AMMANAGHATTA,Chinnasettyhalli
611826,Tumkur District,Gubbi,Gubbi Kasaba,Rayavara,,TUMAKURU,Gubbi,Rayavara,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Rayavara
611827,Tumkur District,Gubbi,Gubbi Kasaba,Shingonahalli,ULB,TUMAKURU,Gubbi,Singonahalli,Inhabitant,TUMAKURU,ADAGUR,Singonahalli
611828,Tumkur District,Gubbi,Gubbi Kasaba,Mudhigere (Patnadha Mudhigere),,TUMAKURU,Gubbi,Mudigere,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,Mudigere
611829,Tumkur District,Gubbi,Gubbi Kasaba,Mukahalli Pattanadha Amanikere,,TUMAKURU,Gubbi,SERVEGARANAPALYA,Inhabitant,TUMAKURU,MUKANAHALLI PATANA,SERVEGARANAPALYA
611830,Tumkur District,Gubbi,Gubbi Kasaba,Kallipalya,,TUMAKURU,Gubbi,Kallipalya,Inhabitant,TUMAKURU,ADAGUR,Kallipalya
611831,Tumkur District,Gubbi,Gubbi Kasaba,Adaguru,,TUMAKURU,Gubbi,Adagoor,Inhabitant,TUMAKURU,ADAGUR,Adagoor
611832,Tumkur District,Gubbi,Chandrashekarapura,Dhulenahalli,,TUMAKURU,Gubbi,Dhulanahalli,Inhabitant,TUMAKURU,ADAGUR,Dhulanahalli
611833,Tumkur District,Gubbi,Gubbi Kasaba,Prabhuvanahalli,,TUMAKURU,Gubbi,Prabhuvanahalli,Inhabitant,TUMAKURU,ADAGUR,Prabhuvanahalli
611834,Tumkur District,Gubbi,Gubbi Kasaba,Halegubbi,,TUMAKURU,Gubbi,Halegubbi,Inhabitant,TUMAKURU,ADAGUR,Halegubbi
611835,Tumkur District,Gubbi,Gubbi Kasaba,Kasaba Gubbi,ULB,TUMAKURU,Gubbi,Gubbi(Rural),Inhabitant,,,
611836,Tumkur District,Gubbi,Gubbi Kasaba,Chikkonahalli,,TUMAKURU,Gubbi,Chikkonahalli,Inhabitant,TUMAKURU,HERUR,Chikkonahalli
611837,Tumkur District,Gubbi,Gubbi Kasaba,Byadagere,,TUMAKURU,Gubbi,Byadagere,Inhabitant,TUMAKURU,BYADIGERE,Byadagere
611838,Tumkur District,Gubbi,Gubbi Kasaba,Heruru,,TUMAKURU,Gubbi,Herur,Inhabitant,TUMAKURU,HERUR,Herur
611839,Tumkur District,Gubbi,Gubbi Kasaba,Kittadhakuppe,,TUMAKURU,Gubbi,Kittadakuppe,Inhabitant,TUMAKURU,HERUR,Kittadakuppe
611840,Tumkur District,Gubbi,Gubbi Kasaba,Hodhaluru,,TUMAKURU,Gubbi,Hodalur,Inhabitant,TUMAKURU,HERUR,Hodalur
611841,Tumkur District,Gubbi,Gubbi Kasaba,Gubbi Amanikere,,TUMAKURU,Gubbi,Gubbiamanikere,Inhabitant,TUMAKURU,ADAGUR,Gubbiamanikere
611842,Tumkur District,Gubbi,Gubbi Kasaba,Thorehalli,,TUMAKURU,Gubbi,Thorehalli,Inhabitant,TUMAKURU,HERUR,Thorehalli
611843,Tumkur District,Gubbi,Gubbi Kasaba,Madenahalli,,TUMAKURU,Gubbi,Madenahalli,Inhabitant,TUMAKURU,G.HOSAHALLI,Madenahalli
611844,Tumkur District,Gubbi,Gubbi Kasaba,Ingaladha Kavalu,,TUMAKURU,Gubbi,Ingalda Kaval,Inhabitant,TUMAKURU,KOPPA,Ingalda Kaval
611845,Tumkur District,Gubbi,Gubbi Kasaba,Kattigenahalli,,TUMAKURU,Gubbi,Kattigenahalli,Inhabitant,TUMAKURU,G.HOSAHALLI,Kattigenahalli
611846,Tumkur District,Gubbi,Gubbi Kasaba,G. Hosahalli,,TUMAKURU,Gubbi,Hosahalli.G,Inhabitant,TUMAKURU,G.HOSAHALLI,Hosahalli.G
611847,Tumkur District,Gubbi,Gubbi Kasaba,Agrahara Dodderi,,TUMAKURU,Gubbi,Dodderi,Inhabitant,TUMAKURU,G.HOSAHALLI,Dodderi
611848,Tumkur District,Gubbi,Gubbi Kasaba,Basthikatte A Mahalkavalu,,TUMAKURU,Gubbi,Basthikatte Kaval,Inhabitant,TUMAKURU,ADAGUR,Basthikatte Kaval
611849,Tumkur District,Gubbi,Gubbi Kasaba,Agrahara Biligere,,TUMAKURU,Gubbi,Biligere,Inhabitant,TUMAKURU,ADAGUR,Biligere
611850,Tumkur District,Gubbi,Gubbi Kasaba,Chikkeguddadha A Mahalkavalu( in census & Bhoomi  Bikkegudda Kaval) ,,TUMAKURU,Gubbi,Bikkegudda Kaval,Inhabitant,TUMAKURU,G.HOSAHALLI,Bikkegudda Kaval
611851,Tumkur District,Gubbi,Gubbi Kasaba,Muddhanahalli,,TUMAKURU,Gubbi,Muddanahalli,Inhabitant,TUMAKURU,G.HOSAHALLI,Muddanahalli
611852,Tumkur District,Gubbi,Gubbi Kasaba,Gollahalli (Gopalapura),,TUMAKURU,Gubbi,Gopalapura,Inhabitant,TUMAKURU,G.HOSAHALLI,Gopalapura
611853,Tumkur District,Gubbi,Gubbi Kasaba,Surugenahalli,,TUMAKURU,Gubbi,Surigenahalli,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Surigenahalli
611854,Tumkur District,Gubbi,Gubbi Kasaba,Suragenahalli Nagadhi Kavalu,,TUMAKURU,Gubbi,Surigenahalli Kaval,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Surigenahalli Kaval
611855,Tumkur District,Gubbi,Gubbi Kasaba,Mallappanahalli,,TUMAKURU,Gubbi,Malapanahalli,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Malapanahalli
611856,Tumkur District,Gubbi,Gubbi Kasaba,Galaga,,TUMAKURU,Gubbi,Galaga,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Galaga
611857,Tumkur District,Gubbi,Gubbi Kasaba,Vaddarahalli,,TUMAKURU,Gubbi,Voddarahalli,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Voddarahalli
611858,Tumkur District,Gubbi,Gubbi Kasaba,Nagasandra,,TUMAKURU,Gubbi,Nagasandra,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Nagasandra
611859,Tumkur District,Gubbi,Gubbi Kasaba,Kodigehalli,,TUMAKURU,Gubbi,Kodigehalli,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Kodigehalli
611860,Tumkur District,Gubbi,Nitturu,Kallenahalli,,TUMAKURU,Gubbi,Kalenahalli,Inhabitant,TUMAKURU,S.KODDAGIHALLI,Kalenahalli
611861,Tumkur District,Gubbi,Kadaba,Marashettyhalli,,TUMAKURU,Gubbi,Marasettyhalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Marasettyhalli
611862,Tumkur District,Gubbi,Kadaba,Donneri,,TUMAKURU,Gubbi,Donnere,Inhabitant,TUMAKURU,MARASHETTYHALLI,Donnere
611863,Tumkur District,Gubbi,Kadaba,Kodi Mallenahalli,,TUMAKURU,Gubbi,Kodimallenahalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Kodimallenahalli
611864,Tumkur District,Gubbi,Kadaba,D. Rampura( in census B.Ramapura) ,,TUMAKURU,Gubbi,B.Ramapura,Inhabitant,TUMAKURU,MARASHETTYHALLI,B.Ramapura
611865,Tumkur District,Gubbi,Kadaba,Harakaladeviguddadha Kaval,,TUMAKURU,Gubbi,Haragaladevgudda Kaval,Inhabitant,TUMAKURU,MARASHETTYHALLI,Haragaladevgudda Kaval
611866,Tumkur District,Gubbi,Kadaba,Peramasandra,,TUMAKURU,Gubbi,Peramasandra,Inhabitant,TUMAKURU,DODDAGUNNI,Peramasandra
611867,Tumkur District,Gubbi,Kadaba,Channavaderahalli,,TUMAKURU,Gubbi,Channavaderahalli,Inhabitant,,,
611868,Tumkur District,Gubbi,Kadaba,Badenahalli,,TUMAKURU,Gubbi,Badenahalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Badenahalli
611869,Tumkur District,Gubbi,Kadaba,Janakadevanahalli,,TUMAKURU,Gubbi,Janakadevanahalli,Inhabitant,TUMAKURU,MARASHETTYHALLI,Janakadevanahalli
611870,Tumkur District,Gubbi,Kadaba,Gangasandra J.I.,,TUMAKURU,Gubbi,Gangasnadra,Inhabitant,TUMAKURU,KADABA,Gangasnadra
611871,Tumkur District,Gubbi,Kadaba,Atthikatte,,TUMAKURU,Gubbi,Athikatte,Inhabitant,TUMAKURU,MARASHETTYHALLI,Athikatte
611872,Tumkur District,Gubbi,Kadaba,Bennuru,,TUMAKURU,Gubbi,Bennur,Inhabitant,TUMAKURU,MARASHETTYHALLI,Bennur
611873,Tumkur District,Gubbi,Kadaba,B. Kodihalli,,TUMAKURU,Gubbi,B.Kodihalli,Inhabitant,TUMAKURU,BELAVATHA,B.Kodihalli
611874,Tumkur District,Gubbi,Kadaba,Karigondanahalli,,TUMAKURU,Gubbi,Karigondanahalli,Inhabitant,TUMAKURU,BELAVATHA,Karigondanahalli
611875,Tumkur District,Gubbi,Kadaba,Kalashettyhalli J.I.,,TUMAKURU,Gubbi,Kadasettyhalli,Inhabitant,TUMAKURU,KADABA,Kadasettyhalli
611876,Tumkur District,Gubbi,Kadaba,K.Rampura,,TUMAKURU,Gubbi,K.Ramapura,Inhabitant,TUMAKURU,KADABA,K.Ramapura
611877,Tumkur District,Gubbi,Kadaba,Kadaba,,TUMAKURU,Gubbi,Kadaba,Inhabitant,TUMAKURU,KADABA,Kadaba
611878,Tumkur District,Gubbi,Kadaba,Adugondanahalli,,TUMAKURU,Gubbi,Adagondanahalli,Inhabitant,TUMAKURU,KADABA,Adagondanahalli
611879,Tumkur District,Gubbi,Kadaba,Thogarigatta,,TUMAKURU,Gubbi,Thogrighatta,Inhabitant,TUMAKURU,BELAVATHA,Thogrighatta
611880,Tumkur District,Gubbi,Kadaba,Aremarnahalli,,TUMAKURU,Gubbi,Aremaranahalli,Inhabitant,TUMAKURU,BELAVATHA,Aremaranahalli
611881,Tumkur District,Gubbi,Kadaba,Belavattha,,TUMAKURU,Gubbi,Belavatha,Inhabitant,TUMAKURU,BELAVATHA,Belavatha
611882,Tumkur District,Gubbi,Kadaba,Ambapura,,TUMAKURU,Gubbi,Ambarapura,Inhabitant,TUMAKURU,BELAVATHA,Ambarapura
611883,Tumkur District,Gubbi,Kadaba,Golenahalli,,TUMAKURU,Gubbi,Gulenahalli,Inhabitant,TUMAKURU,KOPPA,Gulenahalli
611884,Tumkur District,Gubbi,Kadaba,Honnashettyhalli,,TUMAKURU,Gubbi,Honnasettyhalli,Inhabitant,TUMAKURU,KOPPA,Honnasettyhalli
611885,Tumkur District,Gubbi,Kadaba,Kattigenahalli,,TUMAKURU,Gubbi,Kattiginahalli,Inhabitant,TUMAKURU,G.HOSAHALLI,Kattiginahalli
611886,Tumkur District,Gubbi,Kadaba,Koppa,,TUMAKURU,Gubbi,Koppa,Inhabitant,TUMAKURU,KOPPA,Koppa
611887,Tumkur District,Gubbi,Kadaba,Konanakere,,TUMAKURU,Gubbi,Konanakere,Inhabitant,TUMAKURU,KOPPA,Konanakere
611888,Tumkur District,Gubbi,Kadaba,Yadavanahalli,,TUMAKURU,Gubbi,Yadavanahalli,Inhabitant,TUMAKURU,KOPPA,Yadavanahalli
611889,Tumkur District,Gubbi,Kadaba,Dasarakallahalli,,TUMAKURU,Gubbi,Dasarakallahalli,Inhabitant,TUMAKURU,BYADIGERE,Dasarakallahalli
611890,Tumkur District,Gubbi,Kadaba,Gorjihalli,,TUMAKURU,Gubbi,Gorjihalli,Inhabitant,TUMAKURU,BYADIGERE,Gorjihalli
611891,Tumkur District,Gubbi,Kadaba,Byalahalli,,TUMAKURU,Gubbi,Byalahalli,Inhabitant,TUMAKURU,BYADIGERE,Byalahalli
611892,Tumkur District,Gubbi,Kadaba,Bydramallenahalli,,TUMAKURU,Gubbi,Byadaramallenahalli,Inhabitant,TUMAKURU,KOPPA,Byadaramallenahalli
611893,Tumkur District,Gubbi,Kadaba,Konemadhenahalli,,TUMAKURU,Gubbi,Konemadenahalli,Inhabitant,TUMAKURU,KOPPA,Konemadenahalli
611894,Tumkur District,Gubbi,Kadaba,Jeeganahalli,,TUMAKURU,Gubbi,Jeeganahalli,Inhabitant,TUMAKURU,KUNNALA,Jeeganahalli
611895,Tumkur District,Gubbi,Kadaba,Chakenahalli,,TUMAKURU,Gubbi,Chakenahalli,Inhabitant,TUMAKURU,KUNNALA,Chakenahalli
611896,Tumkur District,Gubbi,Kadaba,Lingammanahalli,,TUMAKURU,Gubbi,Lingammanahalli,Inhabitant,TUMAKURU,KUNNALA,Lingammanahalli
611897,Tumkur District,Gubbi,Kadaba,Kunnala,,TUMAKURU,Gubbi,Kunnala,Inhabitant,TUMAKURU,KUNNALA,Kunnala
611898,Tumkur District,Gubbi,Kadaba,Hallenahalli,,TUMAKURU,Gubbi,Hallenahalli,Inhabitant,TUMAKURU,BYADIGERE,Hallenahalli
611899,Tumkur District,Gubbi,Kadaba,Yalachihalli,,TUMAKURU,Gubbi,Yalachihalli,Inhabitant,TUMAKURU,BYADIGERE,Yalachihalli
611900,Tumkur District,Gubbi,Kadaba,Byadagere,,TUMAKURU,Gubbi,Byadagere,Inhabitant,TUMAKURU,G.HOSAHALLI,Byadagere
611901,Tumkur District,Gubbi,Kadaba,Kadaba Amanikere,,TUMAKURU,Gubbi,Kadaba Amanikere,Inhabitant,TUMAKURU,KADABA,Kadaba Amanikere
611902,Tumkur District,Gubbi,Kadaba,Kommanahalli,,TUMAKURU,Gubbi,Kommanahalli,Inhabitant,TUMAKURU,KADABA,Kommanahalli
611903,Tumkur District,Gubbi,Kadaba,Peddanahalli,,TUMAKURU,Gubbi,Peddanahalli,Inhabitant,TUMAKURU,PEDDANAHALLI,Peddanahalli
611904,Tumkur District,Gubbi,Kadaba,Matthigatta K,,TUMAKURU,Gubbi,Mathighatta,Inhabitant,TUMAKURU,PEDDANAHALLI,Mathighatta
611905,Tumkur District,Gubbi,Kadaba,Kunaghatta,,TUMAKURU,Gubbi,Kunaghatta,Inhabitant,TUMAKURU,PEDDANAHALLI,Kunaghatta
611906,Tumkur District,Gubbi,Kadaba,Varahasandra,,TUMAKURU,Gubbi,Varahasandra,Inhabitant,TUMAKURU,PEDDANAHALLI,Varahasandra
611907,Tumkur District,Gubbi,Kadaba,Benakanagondhi,,TUMAKURU,Gubbi,Benkana Gondi,Inhabitant,TUMAKURU,KALLUR,Benkana Gondi
611908,Tumkur District,Gubbi,Kadaba,Vadavanagatta,,TUMAKURU,Gubbi,Vadavana Ghatta,Inhabitant,TUMAKURU,PEDDANAHALLI,Vadavana Ghatta
611909,Tumkur District,Gubbi,Kadaba,Kadaba Amruthmahal Kavalu,,TUMAKURU,Gubbi,Kadabagadde Kaval,Inhabitant,,,
611910,Tumkur District,Gubbi,Kadaba,Male Kallahalli,,TUMAKURU,Gubbi,Melekallahalli,Inhabitant,TUMAKURU,PEDDANAHALLI,Melekallahalli
611911,Tumkur District,Gubbi,Kadaba,Manchihalli,,TUMAKURU,Gubbi,Manchihalli,Inhabitant,TUMAKURU,PEDDANAHALLI,Manchihalli
611912,Tumkur District,Gubbi,Kadaba,Pendarnahalli,,TUMAKURU,Gubbi,Pendaranahalli,Inhabitant,TUMAKURU,PEDDANAHALLI,Pendaranahalli
611913,Tumkur District,Gubbi,Kadaba,Bittaganahalli,,TUMAKURU,Gubbi,Bittagondanahalli,Inhabitant,TUMAKURU,HINDSAGERE,Bittagondanahalli
611914,Tumkur District,Gubbi,Kadaba,V. Kodihalli,,TUMAKURU,Gubbi,V.Kodihalli,Inhabitant,TUMAKURU,HINDSAGERE,V.Kodihalli
611915,Tumkur District,Gubbi,Kadaba,Kenchaveernahalli,,TUMAKURU,Gubbi,Kenchaviranahalli,Inhabitant,TUMAKURU,HINDSAGERE,Kenchaviranahalli
611916,Tumkur District,Gubbi,Kadaba,Harivesandra K,,TUMAKURU,Gubbi,Harivesandra .K,Inhabitant,TUMAKURU,HINDSAGERE,Harivesandra .K
611917,Tumkur District,Gubbi,Kadaba,Kamsandra,,TUMAKURU,Gubbi,Kamba Sandra,Inhabitant,TUMAKURU,HINDSAGERE,Kamba Sandra
611918,Tumkur District,Gubbi,Kadaba,Beluru,,TUMAKURU,Gubbi,Belur,Inhabitant,TUMAKURU,HINDSAGERE,Belur
611919,Tumkur District,Gubbi,Kadaba,K.Kallahalli,,TUMAKURU,Gubbi,K.Kallahalli,Inhabitant,TUMAKURU,KALLUR,K.Kallahalli
611920,Tumkur District,Gubbi,Kadaba,Kalluru,,TUMAKURU,Gubbi,Kallur,Inhabitant,TUMAKURU,KALLUR,Kallur
611921,Tumkur District,Gubbi,Kadaba,Chamenahalli,,TUMAKURU,Gubbi,Chamanahalli,Inhabitant,TUMAKURU,PEDDANAHALLI,Chamanahalli
611922,Tumkur District,Gubbi,Kadaba,Bochihalli,,TUMAKURU,Gubbi,Bochihalli,Inhabitant,TUMAKURU,PEDDANAHALLI,Bochihalli
611923,Tumkur District,Gubbi,Kadaba,Bilinandhi,,TUMAKURU,Gubbi,Bilinandi,Inhabitant,TUMAKURU,KALLUR,Bilinandi
611924,Tumkur District,Gubbi,Chandrashekarapura,Ankalakoppa,,TUMAKURU,Gubbi,Ankalakoppa,Inhabitant,TUMAKURU,IDAGUR,Ankalakoppa
611925,Tumkur District,Gubbi,Chandrashekarapura,Hindasagere Kavalu,,TUMAKURU,Gubbi,Hindisgere Kaval,Inhabitant,TUMAKURU,HINDSAGERE,Hindisgere Kaval
611926,Tumkur District,Gubbi,Chandrashekarapura,Bukkasagara,,TUMAKURU,Gubbi,Bukkasagara,Inhabitant,TUMAKURU,CHENGAVI,Bukkasagara
611927,Tumkur District,Gubbi,Chandrashekarapura,Chengavi Valagere Kavalu,,TUMAKURU,Gubbi,Changavi Kaval,Inhabitant,TUMAKURU,CHENGAVI,Changavi Kaval
611928,Tumkur District,Gubbi,Chandrashekarapura,Doodachengavi,,TUMAKURU,Gubbi,Changavi,Inhabitant,TUMAKURU,CHENGAVI,Changavi
611929,Tumkur District,Gubbi,Gubbi Kasaba,Dhulenahalli Palya,,TUMAKURU,Gubbi,Dollenahalli,Inhabitant,TUMAKURU,CHENGAVI,Dollenahalli
611930,Tumkur District,Gubbi,Chandrashekarapura,Avverahalli,,TUMAKURU,Gubbi,Averahalli,Inhabitant,TUMAKURU,CHENGAVI,Averahalli
611931,Tumkur District,Gubbi,Chandrashekarapura,Shankardevarahalli,,TUMAKURU,Gubbi,Shankaradevihalli,Inhabitant,TUMAKURU,CHENGAVI,Shankaradevihalli
611932,Tumkur District,Gubbi,Chandrashekarapura,Manikuppe,,TUMAKURU,Gubbi,Manikuppe,Inhabitant,TUMAKURU,MAVINAHALLI,Manikuppe
611933,Tumkur District,Gubbi,Chandrashekarapura,Nettekere,,TUMAKURU,Gubbi,Nettikere,Inhabitant,TUMAKURU,CHENGAVI,Nettikere
611934,Tumkur District,Gubbi,Chandrashekarapura,Hanumanthapura,,TUMAKURU,Gubbi,Hanumanthapura,Inhabitant,TUMAKURU,MAVINAHALLI,Hanumanthapura
611935,Tumkur District,Gubbi,Chandrashekarapura,Mavinahalli,,TUMAKURU,Gubbi,Mavinahalli,Inhabitant,TUMAKURU,MAVINAHALLI,Mavinahalli
611936,Tumkur District,Gubbi,Chandrashekarapura,Mavinahalli Amanikere,,TUMAKURU,Gubbi,Mavinahalli Amanikere,Inhabitant,TUMAKURU,MAVINAHALLI,Mavinahalli Amanikere
611937,Tumkur District,Gubbi,Chandrashekarapura,Ungara,,TUMAKURU,Gubbi,Ungra,Inhabitant,TUMAKURU,MAVINAHALLI,Ungra
611938,Tumkur District,Gubbi,Chandrashekarapura,Hullekere,,TUMAKURU,Gubbi,Hulekere,Inhabitant,TUMAKURU,HINDSAGERE,Hulekere
611939,Tumkur District,Gubbi,Chandrashekarapura,Hindasagere,,TUMAKURU,Gubbi,Hindisgere,Inhabitant,TUMAKURU,HINDSAGERE,Hindisgere
611940,Tumkur District,Gubbi,Chandrashekarapura,Kasaba Chandrashekarapura,,TUMAKURU,Gubbi,Chandrashekarapura,Inhabitant,TUMAKURU,CHANDRASHEKARAPURA,Chandrashekarapura
611941,Tumkur District,Gubbi,Chandrashekarapura,Paduvagudi,,TUMAKURU,Gubbi,Padugudi,Inhabitant,TUMAKURU,HINDSAGERE,Padugudi
611942,Tumkur District,Gubbi,Chandrashekarapura,Chandrasekarapura Amanikere,,TUMAKURU,Gubbi,Amanikere,Inhabitant,TUMAKURU,CHANDRASHEKARAPURA,Amanikere
611943,Tumkur District,Gubbi,Chandrashekarapura,Jannenahalli,,TUMAKURU,Gubbi,Jannenahalli,Inhabitant,TUMAKURU,CHANDRASHEKARAPURA,Jannenahalli
